day_id,user_id,event_id,resource,routine,assistance,outcome,duration_min,profile
D001,U-0009,174,biceps_curl,upper,False,completed,10.409,intense
D001,U-0029,178,lat_pulldown,pull,False,completed,9.056,standard
D001,U-0032,181,chest_press,push,False,completed,7.124,flexible
D001,U-0014,183,leg_extension,legs,False,completed,13.234,intense
D001,U-0021,184,shoulder_press,full_body,False,completed,6.782,flexible
D001,U-0028,186,leg_press,legs,False,completed,18.379,intense
D001,U-0015,187,leg_curl,legs,False,completed,13.359,intense
D001,U-0018,191,cable,pull,False,completed,6.834,intense
D001,U-0037,196,cable,push,False,completed,8.641,flexible
D001,U-0020,197,chest_press,full_body,False,completed,10.81,intense
D001,U-0026,200,lat_pulldown,full_body,False,completed,5.721,standard
D001,U-0030,205,shoulder_press,upper,False,completed,11.544,flexible
D001,U-0031,206,seated_row,upper,False,completed,8.16,standard
D001,U-0025,207,chest_fly,upper,False,completed,8.2,intense
D001,U-0034,210,chest_press,push,False,completed,14.663,intense
D001,U-0032,211,shoulder_press,push,False,completed,13.606,flexible
D001,U-0038,214,leg_extension,legs,False,completed,6.311,flexible
D001,U-0022,215,lat_pulldown,upper,False,completed,15.676,intense
D001,U-0029,218,seated_row,pull,False,completed,6.078,standard
D001,U-0015,222,leg_extension,legs,False,completed,8.064,intense
D001,U-0038,224,leg_curl,legs,False,completed,4.243,flexible
D001,U-0040,228,leg_press,legs,False,completed,13.964,standard
D001,U-0024,229,chest_fly,upper,False,completed,8.244,intense
D001,U-0025,233,seated_row,upper,False,completed,14.037,intense
D001,U-0027,234,shoulder_press,push,False,completed,9.371,standard
D001,U-0037,236,chest_press,push,False,completed,6.431,flexible
D001,U-0029,237,biceps_curl,pull,False,completed,8.195,standard
D001,U-0020,239,lat_pulldown,full_body,False,completed,7.072,intense
D001,U-0030,240,seated_row,upper,False,completed,7.862,flexible
D001,U-0041,241,leg_press,full_body,False,completed,9.921,intense
D001,U-0035,242,chest_press,upper,False,completed,17.916,intense
D001,U-0028,245,leg_curl,legs,True,completed,8.391,intense
D001,U-0026,248,chest_fly,full_body,False,completed,8.324,standard
D001,U-0009,249,cable,upper,False,completed,12.169,intense
D001,U-0034,252,shoulder_press,push,False,completed,13.622,intense
D001,U-0023,257,lat_pulldown,pull,False,completed,10.888,intense
D001,U-0038,260,leg_press,legs,False,completed,8.788,flexible
D001,U-0040,261,leg_extension,legs,False,completed,5.738,standard
D001,U-0039,262,shoulder_press,push,False,completed,4.609,express
D001,U-0029,264,cable,pull,False,completed,10.672,standard
D001,U-0044,267,biceps_curl,pull,True,completed,7.454,flexible
D001,U-0031,271,biceps_curl,upper,False,completed,4.793,standard
D001,U-0024,272,lat_pulldown,upper,False,completed,12.847,intense
D001,U-0032,275,chest_fly,push,False,completed,3.955,flexible
D001,U-0022,277,seated_row,upper,False,completed,14.047,intense
D001,U-0036,278,chest_press,push,False,completed,10.398,intense
D001,U-0013,279,cable,upper,False,completed,8.274,intense
D001,U-0037,280,shoulder_press,push,False,completed,9.078,flexible
D001,U-0042,284,leg_extension,legs,False,completed,7.097,standard
D001,U-0045,288,seated_row,pull,False,completed,14.529,intense
D001,U-0025,296,biceps_curl,upper,False,completed,9.552,intense
D001,U-0040,297,leg_curl,legs,True,completed,8.964,standard
D001,U-0044,301,cable,pull,True,completed,8.545,flexible
D001,U-0048,302,chest_press,push,False,completed,9.838,flexible
D001,U-0047,307,biceps_curl,pull,False,completed,7.133,flexible
D001,U-0043,309,chest_press,push,False,completed,10.643,intense
D001,U-0020,310,leg_press,full_body,False,completed,12.772,intense
D001,U-0035,311,shoulder_press,upper,False,completed,10.895,intense
D001,U-0041,314,chest_fly,full_body,False,completed,9.341,intense
D001,U-0046,316,lat_pulldown,upper,False,completed,4.908,flexible
D001,U-0050,318,leg_press,legs,False,completed,7.287,flexible
D001,U-0023,319,biceps_curl,pull,False,completed,14.283,intense
D001,U-0031,320,shoulder_press,upper,False,completed,5.407,standard
D001,U-0028,323,leg_extension,legs,True,completed,8.678,intense
D001,U-0047,326,seated_row,pull,False,completed,7.8,flexible
D001,U-0042,329,leg_curl,legs,False,completed,6.374,standard
D001,U-0044,330,lat_pulldown,pull,False,completed,7.872,flexible
D001,U-0034,334,chest_fly,push,False,completed,6.169,intense
D001,U-0053,338,biceps_curl,upper,False,completed,10.765,flexible
D001,U-0052,339,chest_press,upper,True,completed,10.26,standard
D001,U-0051,345,chest_press,upper,False,completed,8.251,standard
D001,U-0036,350,shoulder_press,push,False,completed,13.502,intense
D001,U-0049,351,seated_row,pull,False,completed,15.289,intense
D001,U-0024,352,seated_row,upper,False,completed,10.419,intense
D001,U-0035,357,lat_pulldown,upper,False,completed,10.736,intense
D001,U-0045,361,lat_pulldown,pull,True,completed,9.997,intense
D001,U-0046,363,shoulder_press,upper,False,completed,8.249,flexible
D001,U-0057,364,leg_extension,legs,False,completed,5.787,flexible
D001,U-0054,365,leg_press,legs,False,completed,6.197,express
D001,U-0050,366,leg_curl,legs,False,completed,4.829,flexible
D001,U-0048,369,chest_fly,push,False,completed,5.582,flexible
D001,U-0042,372,leg_press,legs,False,completed,11.082,standard
D001,U-0056,376,biceps_curl,pull,True,completed,3.187,express
D001,U-0053,377,chest_press,upper,False,completed,9.426,flexible
D001,U-0058,381,chest_press,push,False,completed,12.882,intense
D001,U-0054,382,leg_extension,legs,False,completed,4.626,express
D001,U-0041,384,seated_row,full_body,False,completed,15.185,intense
D001,U-0043,386,shoulder_press,push,False,completed,12.97,intense
D001,U-0050,388,cable,legs,False,completed,5.737,flexible
D001,U-0057,392,leg_press,legs,True,completed,9.702,flexible
D001,U-0036,394,chest_fly,push,False,completed,7.788,intense
D001,U-0060,399,biceps_curl,pull,False,completed,3.693,express
D001,U-0046,403,seated_row,upper,False,completed,7.021,flexible
D001,U-0052,407,shoulder_press,upper,False,completed,9.501,standard
D001,U-0059,408,lat_pulldown,pull,False,completed,5.332,standard
D001,U-0061,412,chest_press,push,False,completed,11.455,intense
D001,U-0054,413,leg_curl,legs,False,completed,4.601,express
D001,U-0050,415,leg_extension,legs,False,completed,8.224,flexible
D001,U-0045,416,biceps_curl,pull,False,completed,11.963,intense
D001,U-0062,417,chest_press,push,False,completed,15.862,intense
D001,U-0055,418,chest_fly,upper,False,completed,4.941,standard
D001,U-0035,420,seated_row,upper,False,completed,14.509,intense
D001,U-0041,421,leg_extension,full_body,False,completed,7.644,intense
D001,U-0049,424,lat_pulldown,pull,False,completed,15.057,intense
D001,U-0058,425,shoulder_press,push,False,completed,11.806,intense
D001,U-0060,429,cable,pull,False,completed,4.235,express
D001,U-0059,432,seated_row,pull,True,completed,4.922,standard
D001,U-0064,434,chest_press,push,False,completed,13.289,flexible
D001,U-0051,439,biceps_curl,upper,False,completed,6.325,standard
D001,U-0043,440,chest_fly,push,False,completed,8.033,intense
D001,U-0057,441,leg_curl,legs,False,completed,4.728,flexible
D001,U-0065,446,leg_press,full_body,False,completed,20.579,intense
D001,U-0066,449,leg_extension,legs,False,completed,10.217,flexible
D001,U-0055,450,biceps_curl,upper,False,completed,3.772,standard
D001,U-0063,458,shoulder_press,push,False,completed,7.228,standard
D001,U-0061,459,shoulder_press,push,False,completed,11.761,intense
D001,U-0067,462,chest_press,upper,False,completed,8.303,standard
D001,U-0052,465,biceps_curl,upper,False,completed,7.376,standard
D001,U-0051,467,seated_row,upper,False,completed,5.403,standard
D001,U-0058,470,chest_fly,push,False,completed,9.608,intense
D001,U-0066,471,leg_curl,legs,False,completed,6.99,flexible
D001,U-0049,477,biceps_curl,pull,False,completed,9.36,intense
D001,U-0070,480,leg_press,legs,False,completed,5.881,express
D001,U-0041,484,cable,full_body,False,completed,9.712,intense
D001,U-0071,485,cable,full_body,False,completed,8.942,flexible
D001,U-0069,486,seated_row,pull,False,completed,7.059,intense
D001,U-0065,487,chest_press,full_body,False,completed,9.546,intense
D001,U-0072,489,chest_press,push,False,completed,4.13,express
D001,U-0068,492,lat_pulldown,upper,True,completed,5.199,express
D001,U-0059,493,biceps_curl,pull,False,completed,7.604,standard
D001,U-0070,494,leg_extension,legs,False,completed,4.219,express
D001,U-0062,496,shoulder_press,push,False,completed,12.975,intense
D001,U-0066,497,leg_press,legs,False,completed,6.496,flexible
D001,U-0067,499,seated_row,upper,False,completed,7.388,standard
D001,U-0052,504,cable,upper,False,completed,8.575,standard
D001,U-0071,506,lat_pulldown,full_body,False,completed,8.283,flexible
D001,U-0064,507,chest_fly,push,False,completed,4.026,flexible
D001,U-0051,511,shoulder_press,upper,True,completed,6.308,standard
D001,U-0074,512,leg_press,legs,False,completed,10.369,standard
D001,U-0073,515,chest_press,upper,False,completed,9.953,intense
D001,U-0070,517,leg_curl,legs,False,completed,3.478,express
D001,U-0049,523,cable,pull,False,completed,16.558,intense
D001,U-0069,524,lat_pulldown,pull,False,completed,7.285,intense
D001,U-0063,526,chest_fly,push,False,completed,5.3,standard
D001,U-0075,527,biceps_curl,pull,False,completed,7.115,flexible
D001,U-0074,535,leg_extension,legs,False,completed,6.731,standard
D001,U-0067,538,shoulder_press,upper,True,completed,6.621,standard
D001,U-0052,540,seated_row,upper,False,completed,10.818,standard
D001,U-0065,543,lat_pulldown,full_body,False,completed,12.261,intense
D001,U-0071,545,seated_row,full_body,False,completed,4.52,flexible
D001,U-0075,546,cable,pull,False,completed,9.329,flexible
D001,U-0061,549,chest_fly,push,False,completed,9.07,intense
D001,U-0076,554,shoulder_press,push,False,completed,7.219,flexible
D001,U-0063,555,chest_press,push,False,completed,8.695,standard
D001,U-0077,558,leg_extension,legs,False,completed,6.123,flexible
D001,U-0074,564,leg_curl,legs,False,completed,10.927,standard
D001,U-0078,566,chest_press,push,False,completed,4.489,express
D001,U-0069,567,biceps_curl,pull,False,completed,6.742,intense
D001,U-0067,568,biceps_curl,upper,False,completed,4.65,standard
D001,U-0065,569,leg_curl,full_body,False,completed,5.082,intense
D001,U-0077,572,leg_press,legs,True,completed,14.665,flexible
D001,U-0079,575,chest_press,upper,True,completed,16.08,intense
D001,U-0071,576,leg_press,full_body,False,completed,8.974,flexible
D001,U-0073,577,shoulder_press,upper,False,completed,7.853,intense
D001,U-0062,579,chest_fly,push,False,completed,6.735,intense
D001,U-0075,580,seated_row,pull,False,completed,9.768,flexible
D001,U-0080,585,lat_pulldown,pull,False,completed,8.721,standard
D001,U-0078,588,shoulder_press,push,False,completed,4.046,express
D001,U-0081,592,seated_row,pull,False,completed,8.617,intense
D001,U-0076,593,chest_press,push,False,completed,9.428,flexible
D001,U-0071,598,shoulder_press,full_body,False,completed,5.676,flexible
D001,U-0083,599,leg_press,full_body,False,completed,10.533,standard
D001,U-0062,600,cable,push,False,completed,11.422,intense
D001,U-0084,602,biceps_curl,full_body,False,completed,6.123,flexible
D001,U-0075,603,lat_pulldown,pull,False,completed,9.769,flexible
D001,U-0077,604,leg_curl,legs,False,completed,5.496,flexible
D001,U-0082,607,chest_fly,push,False,completed,4.365,express
D001,U-0080,608,seated_row,pull,False,completed,8.729,standard
D001,U-0079,611,shoulder_press,upper,False,completed,9.022,intense
D001,U-0065,613,cable,full_body,False,completed,13.47,intense
D001,U-0073,614,lat_pulldown,upper,False,completed,13.402,intense
D001,U-0083,619,chest_press,full_body,False,completed,7.945,standard
D001,U-0084,620,leg_curl,full_body,False,completed,7.78,flexible
D001,U-0085,621,chest_press,push,False,completed,8.396,flexible
D001,U-0082,622,shoulder_press,push,False,completed,5.163,express
D001,U-0086,623,biceps_curl,upper,False,completed,3.77,flexible
D001,U-0088,631,leg_extension,legs,False,completed,6.358,flexible
D001,U-0087,632,leg_curl,full_body,False,completed,5.169,standard
D001,U-0089,637,leg_press,legs,True,completed,9.406,flexible
D001,U-0086,642,shoulder_press,upper,True,completed,8.066,flexible
D001,U-0081,643,lat_pulldown,pull,False,completed,11.954,intense
D001,U-0090,647,biceps_curl,pull,False,completed,3.308,flexible
D001,U-0092,648,seated_row,pull,False,completed,12.753,intense
D001,U-0080,650,biceps_curl,pull,False,completed,6.535,standard
D001,U-0091,651,chest_press,upper,False,completed,8.518,standard
D001,U-0089,656,leg_extension,legs,False,completed,3.314,flexible
D001,U-0085,657,shoulder_press,push,True,completed,11.527,flexible
D001,U-0090,660,seated_row,pull,False,completed,7.82,flexible
D001,U-0084,661,chest_press,full_body,False,completed,6.289,flexible
D001,U-0087,662,chest_fly,full_body,False,completed,6.503,standard
D001,U-0083,665,lat_pulldown,full_body,False,completed,6.819,standard
D001,U-0093,667,biceps_curl,full_body,False,completed,2.706,flexible
D001,U-0088,670,leg_press,legs,True,completed,7.328,flexible
D001,U-0081,673,biceps_curl,pull,False,completed,8.462,intense
D001,U-0094,674,chest_press,upper,False,completed,7.176,standard
D001,U-0095,677,cable,upper,False,completed,9.576,flexible
D001,U-0091,681,seated_row,upper,False,completed,7.391,standard
D001,U-0097,685,leg_press,legs,False,completed,10.533,flexible
D001,U-0085,687,chest_fly,push,False,completed,4.585,flexible
D001,U-0090,688,lat_pulldown,pull,False,completed,7.15,flexible
D001,U-0081,689,cable,pull,False,completed,19.624,intense
D001,U-0086,690,chest_press,upper,False,completed,7.412,flexible
D001,U-0079,692,lat_pulldown,upper,False,completed,14.822,intense
D001,U-0096,693,chest_press,push,False,completed,14.841,intense
D001,U-0093,694,shoulder_press,full_body,False,completed,7.052,flexible
D001,U-0073,695,seated_row,upper,False,completed,9.456,intense
D001,U-0098,698,leg_extension,full_body,False,completed,5.884,flexible
D001,U-0089,699,leg_curl,legs,True,completed,6.111,flexible
D001,U-0095,701,biceps_curl,upper,False,completed,7.862,flexible
D001,U-0088,702,leg_curl,legs,False,completed,6.687,flexible
D001,U-0087,707,biceps_curl,full_body,False,completed,6.799,standard
D001,U-0083,708,seated_row,full_body,False,completed,8.31,standard
D001,U-0099,710,leg_press,legs,False,completed,9.702,standard
D001,U-0091,711,shoulder_press,upper,False,completed,7.561,standard
D001,U-0084,712,lat_pulldown,full_body,False,completed,11.223,flexible
D001,U-0100,714,chest_fly,upper,False,completed,7.338,flexible
D001,U-0086,715,seated_row,upper,False,completed,8.054,flexible
D001,U-0094,717,shoulder_press,upper,False,completed,6.262,standard
D001,U-0098,720,leg_curl,full_body,False,completed,6.202,flexible
D001,U-0097,723,leg_extension,legs,False,completed,4.48,flexible
D001,U-0093,724,leg_press,full_body,False,completed,7.293,flexible
D001,U-0095,725,chest_press,upper,False,completed,7.682,flexible
D001,U-0101,726,chest_press,full_body,False,completed,5.659,flexible
D001,U-0096,727,shoulder_press,push,False,completed,11.574,intense
D001,U-0091,728,biceps_curl,upper,False,completed,3.393,standard
D001,U-0094,736,biceps_curl,upper,False,completed,5.457,standard
D001,U-0100,737,shoulder_press,upper,False,completed,8.144,flexible
D001,U-0092,738,lat_pulldown,pull,False,completed,13.781,intense
D001,U-0098,739,lat_pulldown,full_body,False,completed,11.623,flexible
D001,U-0087,743,seated_row,full_body,False,completed,10.64,standard
D001,U-0103,747,chest_fly,upper,True,completed,6.841,flexible
D001,U-0099,749,leg_extension,legs,False,completed,5.621,standard
D001,U-0102,751,leg_press,legs,False,completed,7.84,standard
D001,U-0101,754,leg_press,full_body,False,completed,11.176,flexible
D001,U-0097,757,leg_curl,legs,False,completed,8.616,flexible
D001,U-0105,758,biceps_curl,upper,False,completed,5.317,flexible
D001,U-0091,761,cable,upper,True,completed,7.043,standard
D001,U-0095,762,seated_row,upper,False,completed,8.499,flexible
D001,U-0104,763,biceps_curl,upper,False,completed,6.512,flexible
D001,U-0103,765,shoulder_press,upper,False,completed,6.828,flexible
D001,U-0079,766,seated_row,upper,False,completed,12.998,intense
D001,U-0100,770,lat_pulldown,upper,False,completed,10.879,flexible
D001,U-0098,771,chest_fly,full_body,False,completed,5.091,flexible
D001,U-0099,774,leg_curl,legs,False,completed,7.28,standard
D001,U-0094,778,seated_row,upper,True,completed,7.791,standard
D001,U-0107,779,chest_press,upper,False,completed,7.545,flexible
D001,U-0104,781,chest_press,upper,False,completed,9.2,flexible
D001,U-0095,783,shoulder_press,upper,False,completed,9.429,flexible
D001,U-0106,784,leg_extension,legs,False,completed,6.947,standard
D001,U-0092,785,biceps_curl,pull,False,completed,6.582,intense
D001,U-0096,789,chest_fly,push,True,completed,6.916,intense
D001,U-0107,790,shoulder_press,upper,False,completed,8.403,flexible
D001,U-0103,791,biceps_curl,upper,False,completed,6.699,flexible
D001,U-0102,792,leg_extension,legs,False,completed,8.489,standard
D001,U-0101,796,lat_pulldown,full_body,False,completed,10.163,flexible
D001,U-0100,799,seated_row,upper,False,completed,7.575,flexible
D001,U-0108,802,leg_press,legs,False,completed,11.507,intense
D001,U-0109,803,lat_pulldown,pull,False,completed,7.631,standard
D001,U-0105,804,chest_press,upper,False,completed,7.08,flexible
D001,U-0103,808,seated_row,upper,False,completed,8.077,flexible
D001,U-0104,809,shoulder_press,upper,False,completed,3.87,flexible
D001,U-0110,814,leg_press,legs,True,completed,9.146,standard
D001,U-0106,817,leg_curl,legs,False,completed,6.541,standard
D001,U-0101,819,cable,full_body,False,completed,4.707,flexible
D001,U-0112,824,chest_press,push,False,completed,11.844,flexible
D001,U-0111,826,leg_extension,legs,False,completed,4.05,express
D001,U-0107,830,cable,upper,True,completed,9.066,flexible
D001,U-0109,831,seated_row,pull,False,completed,7.63,standard
D001,U-0102,833,leg_curl,legs,False,completed,5.871,standard
D001,U-0105,836,shoulder_press,upper,False,completed,9.996,flexible
D001,U-0110,838,leg_extension,legs,False,completed,7.575,standard
D001,U-0104,844,seated_row,upper,True,completed,6.45,flexible
D001,U-0111,845,leg_curl,legs,False,completed,4.76,express
D001,U-0114,847,chest_press,upper,False,completed,5.275,flexible
D001,U-0110,856,leg_curl,legs,False,completed,7.923,standard
D001,U-0101,858,chest_fly,full_body,False,completed,4.759,flexible
D001,U-0115,859,chest_press,upper,False,completed,7.844,standard
D001,U-0112,860,shoulder_press,push,False,completed,10.752,flexible
D001,U-0116,861,lat_pulldown,pull,False,completed,6.118,standard
D001,U-0108,862,leg_curl,legs,False,completed,9.423,intense
D001,U-0106,864,cable,legs,False,completed,5.635,standard
D001,U-0107,868,lat_pulldown,upper,True,completed,17.671,flexible
D001,U-0118,871,biceps_curl,pull,False,completed,7.051,flexible
D001,U-0109,872,biceps_curl,pull,False,completed,5.03,standard
D001,U-0114,875,shoulder_press,upper,False,completed,7.854,flexible
D001,U-0120,879,chest_press,push,False,completed,7.268,standard
D001,U-0113,880,chest_press,upper,False,completed,7.382,standard
D001,U-0110,883,cable,legs,False,completed,7.144,standard
D001,U-0112,884,chest_fly,push,False,completed,6.905,flexible
D001,U-0105,887,seated_row,upper,True,completed,10.708,flexible
D001,U-0117,891,lat_pulldown,pull,False,completed,9.622,standard
D001,U-0115,898,lat_pulldown,upper,False,completed,5.816,standard
D001,U-0116,900,seated_row,pull,True,completed,5.979,standard
D001,U-0124,902,leg_press,legs,False,completed,10.969,standard
D001,U-0106,903,leg_press,legs,False,completed,10.598,standard
D001,U-0125,905,biceps_curl,upper,False,completed,6.341,flexible
D001,U-0112,907,cable,push,False,completed,7.774,flexible
D001,U-0108,908,leg_extension,legs,False,completed,9.674,intense
D001,U-0107,915,seated_row,upper,False,completed,6.58,flexible
D001,U-0118,916,cable,pull,True,completed,7.362,flexible
D001,U-0114,919,lat_pulldown,upper,False,completed,6.874,flexible
D001,U-0122,922,lat_pulldown,pull,False,completed,9.609,standard
D001,U-0115,924,shoulder_press,upper,False,completed,6.438,standard
D001,U-0120,925,shoulder_press,push,False,completed,7.229,standard
D001,U-0125,926,chest_press,upper,False,completed,8.807,flexible
D001,U-0123,927,leg_extension,legs,False,completed,6.956,standard
D001,U-0117,929,seated_row,pull,False,completed,10.236,standard
D001,U-0121,931,chest_press,upper,True,completed,11.871,intense
D001,U-0116,935,biceps_curl,pull,False,completed,6.418,standard
D001,U-0128,942,biceps_curl,upper,False,completed,9.429,flexible
D001,U-0122,944,seated_row,pull,False,completed,6.891,standard
D001,U-0120,945,chest_fly,push,False,completed,7.015,standard
D001,U-0119,946,shoulder_press,upper,False,completed,6.725,standard
D001,U-0130,947,lat_pulldown,pull,False,completed,8.34,standard
D001,U-0116,949,cable,pull,False,completed,8.569,standard
D001,U-0118,950,lat_pulldown,pull,False,completed,7.602,flexible
D001,U-0117,953,biceps_curl,pull,False,completed,6.365,standard
D001,U-0127,955,leg_curl,legs,False,completed,4.07,express
D001,U-0124,957,leg_extension,legs,False,completed,6.342,standard
D001,U-0123,960,leg_curl,legs,True,completed,6.93,standard
D001,U-0129,961,chest_fly,push,False,completed,3.923,express
D001,U-0128,963,cable,upper,False,completed,7.391,flexible
D001,U-0114,964,seated_row,upper,False,completed,6.431,flexible
D001,U-0125,968,shoulder_press,upper,False,completed,9.784,flexible
D001,U-0122,969,biceps_curl,pull,False,completed,4.693,standard
D001,U-0131,973,leg_press,legs,False,completed,22.732,intense
D001,U-0115,975,seated_row,upper,False,completed,9.719,standard
D001,U-0124,976,leg_curl,legs,False,completed,5.092,standard
D001,U-0126,981,chest_press,push,False,completed,11.395,intense
D001,U-0113,982,seated_row,upper,True,completed,9.136,standard
D001,U-0132,983,chest_fly,full_body,False,completed,3.62,express
D001,U-0118,988,seated_row,pull,False,completed,6.156,flexible
D001,U-0128,989,chest_press,upper,False,completed,11.716,flexible
D001,U-0119,991,biceps_curl,upper,False,completed,4.684,standard
D001,U-0130,992,biceps_curl,pull,False,completed,6.114,standard
D001,U-0123,993,leg_press,legs,False,completed,18.126,standard
D001,U-0132,994,lat_pulldown,full_body,False,completed,5.086,express
D001,U-0134,997,shoulder_press,upper,False,completed,9.989,flexible
D001,U-0121,998,shoulder_press,upper,False,completed,10.721,intense
D001,U-0113,1006,lat_pulldown,upper,False,completed,6.778,standard
D001,U-0119,1007,chest_press,upper,False,completed,9.161,standard
D001,U-0128,1009,seated_row,upper,False,completed,5.027,flexible
D001,U-0132,1010,leg_curl,full_body,False,completed,4.291,express
D001,U-0135,1014,chest_press,upper,False,completed,5.161,express
D001,U-0132,1017,seated_row,full_body,False,completed,3.975,express
D001,U-0133,1020,chest_press,full_body,True,completed,6.113,standard
D001,U-0136,1021,chest_press,push,False,completed,7.908,standard
D001,U-0113,1022,shoulder_press,upper,False,completed,8.485,standard
D001,U-0134,1025,biceps_curl,upper,True,completed,4.528,flexible
D001,U-0126,1030,shoulder_press,push,False,completed,5.707,intense
D001,U-0119,1031,seated_row,upper,False,completed,7.399,standard
D001,U-0121,1036,seated_row,upper,False,completed,11.9,intense
D001,U-0137,1040,chest_press,upper,False,completed,3.834,express
D001,U-0135,1041,biceps_curl,upper,False,completed,4.291,express
D001,U-0131,1044,leg_curl,legs,False,completed,9.154,intense
D001,U-0128,1045,shoulder_press,upper,False,completed,10.654,flexible
D001,U-0133,1046,biceps_curl,full_body,False,completed,4.672,standard
D001,U-0140,1048,chest_press,push,False,completed,3.752,express
D001,U-0138,1051,chest_fly,push,False,completed,3.472,express
D001,U-0139,1055,chest_press,upper,False,completed,5.646,standard
D001,U-0137,1056,seated_row,upper,False,completed,4.496,express
D001,U-0121,1057,biceps_curl,upper,False,completed,9.583,intense
D001,U-0136,1060,chest_fly,push,False,completed,6.818,standard
D001,U-0134,1061,chest_press,upper,False,completed,9.97,flexible
D001,U-0135,1062,shoulder_press,upper,False,completed,4.591,express
D001,U-0141,1064,leg_extension,full_body,False,completed,8.198,flexible
D001,U-0142,1068,seated_row,upper,True,completed,11.245,flexible
