day_id,user_id,profile,routine
D001,U-0144,flexible,push
D001,U-0145,standard,upper
D001,U-0146,intense,pull
D001,U-0147,express,full_body
D001,U-0148,intense,legs
D001,U-0149,standard,push
D001,U-0150,standard,legs
D001,U-0151,standard,pull
D001,U-0152,express,upper
D001,U-0153,standard,pull
D001,U-0154,standard,upper
D001,U-0155,express,full_body
D001,U-0156,standard,legs
D001,U-0157,express,upper
D001,U-0158,standard,pull
D001,U-0159,standard,upper
D001,U-0160,express,upper
D001,U-0161,flexible,full_body
D001,U-0162,intense,pull
D001,U-0163,intense,upper
D001,U-0164,flexible,upper
D001,U-0165,express,upper
D001,U-0166,flexible,upper
D001,U-0167,standard,legs
D001,U-0168,standard,upper
D001,U-0169,standard,full_body
D001,U-0170,standard,upper
D001,U-0171,flexible,upper
D001,U-0172,standard,full_body
D001,U-0173,flexible,pull
D001,U-0174,intense,push
D001,U-0175,flexible,push
D001,U-0176,standard,upper
D001,U-0177,express,push
D001,U-0178,intense,push
D001,U-0179,flexible,upper
D001,U-0180,express,full_body
D001,U-0181,standard,legs
D001,U-0182,standard,upper
D001,U-0183,flexible,legs
D001,U-0184,flexible,push
D001,U-0185,standard,upper
D001,U-0186,standard,full_body
D001,U-0187,express,legs
D001,U-0188,standard,upper
D001,U-0189,flexible,pull
D001,U-0190,flexible,pull
D001,U-0191,flexible,pull
D001,U-0192,standard,full_body
D001,U-0193,flexible,pull
D001,U-0194,intense,pull
D001,U-0195,standard,pull
D001,U-0196,intense,legs
D001,U-0197,flexible,push
D001,U-0198,standard,push
D001,U-0199,standard,upper
D001,U-0200,flexible,upper
D001,U-0201,intense,upper
D001,U-0202,flexible,upper
D001,U-0203,intense,push
D001,U-0204,flexible,legs
D001,U-0205,flexible,full_body
D001,U-0206,flexible,legs
D001,U-0207,flexible,upper
D001,U-0208,express,pull
D001,U-0209,intense,upper
D001,U-0210,standard,upper
D001,U-0211,express,full_body
D001,U-0212,flexible,upper
D001,U-0213,express,push
D001,U-0214,standard,upper
D001,U-0215,flexible,full_body
D001,U-0216,intense,full_body
D001,U-0217,flexible,full_body
D001,U-0218,flexible,legs
D001,U-0219,intense,push
D001,U-0220,intense,legs
D001,U-0221,flexible,legs
D001,U-0222,flexible,full_body
D001,U-0223,intense,legs
D001,U-0224,express,legs
D001,U-0225,standard,legs
D001,U-0226,standard,push
D001,U-0227,flexible,legs
D001,U-0228,standard,pull
D001,U-0229,express,pull
D001,U-0230,standard,pull
D001,U-0231,intense,push
D001,U-0232,express,pull
D001,U-0233,express,legs
D001,U-0234,intense,upper
D001,U-0235,intense,legs
D001,U-0236,standard,legs
D001,U-0237,express,push
D001,U-0238,flexible,upper
D001,U-0239,standard,push
D001,U-0240,standard,pull
D001,U-0241,express,pull
D001,U-0242,intense,push
D001,U-0243,flexible,full_body
D001,U-0244,express,pull
D001,U-0245,flexible,full_body
D001,U-0246,express,upper
D001,U-0247,flexible,full_body
D001,U-0248,standard,upper
D001,U-0249,intense,legs
D001,U-0250,standard,upper
D001,U-0251,intense,legs
D001,U-0252,intense,legs
D001,U-0253,express,push
D001,U-0254,intense,push
D001,U-0255,flexible,full_body
D001,U-0256,standard,pull
D001,U-0257,flexible,legs
D001,U-0258,flexible,legs
D001,U-0259,standard,upper
D001,U-0260,intense,legs
D001,U-0261,express,upper
D001,U-0262,flexible,upper
D001,U-0263,intense,legs
D001,U-0264,flexible,push
D001,U-0265,standard,legs
D001,U-0266,flexible,legs
D001,U-0267,standard,legs
D001,U-0268,flexible,push
D001,U-0269,flexible,full_body
D001,U-0270,standard,legs
D001,U-0271,standard,legs
D001,U-0272,flexible,push
D001,U-0273,flexible,pull
D001,U-0274,express,full_body
D001,U-0275,flexible,full_body
D001,U-0276,flexible,full_body
D001,U-0277,flexible,legs
D001,U-0278,intense,pull
D001,U-0279,intense,push
D001,U-0280,flexible,full_body
D001,U-0281,intense,pull
D001,U-0282,flexible,legs
D001,U-0283,flexible,push
D001,U-0284,express,pull
D001,U-0285,flexible,push
D001,U-0286,flexible,upper
D001,U-0287,express,pull
D001,U-0288,intense,pull
D001,U-0289,intense,pull
D001,U-0290,express,pull
D001,U-0291,standard,push
D001,U-0292,intense,upper
D001,U-0293,standard,upper
D001,U-0294,intense,pull
D001,U-0295,intense,pull
D001,U-0296,flexible,legs
D001,U-0297,express,legs
D001,U-0298,intense,push
D001,U-0299,express,push
D001,U-0300,standard,pull
D001,U-0301,flexible,upper
D001,U-0302,express,pull
D001,U-0303,standard,legs
D001,U-0304,standard,push
D001,U-0305,flexible,legs
D001,U-0306,standard,push
D001,U-0307,flexible,pull
D001,U-0308,flexible,legs
D001,U-0309,standard,pull
D001,U-0310,standard,push
D001,U-0311,intense,legs
D001,U-0312,standard,push
D001,U-0313,standard,push
D001,U-0314,express,legs
D001,U-0315,flexible,full_body
D001,U-0316,intense,pull
D001,U-0317,express,pull
D001,U-0318,express,upper
D001,U-0319,express,full_body
D001,U-0320,intense,pull
D001,U-0321,intense,upper
D001,U-0322,flexible,legs
D001,U-0323,intense,upper
D001,U-0324,intense,push
D001,U-0325,intense,push
D001,U-0326,express,upper
D001,U-0327,intense,pull
D001,U-0328,standard,push
D001,U-0329,flexible,pull
D001,U-0330,flexible,legs
D001,U-0331,express,upper
D001,U-0332,standard,legs
D001,U-0333,standard,full_body
D001,U-0334,standard,push
D001,U-0335,standard,pull
D001,U-0336,standard,upper
D001,U-0337,flexible,upper
D001,U-0338,flexible,upper
D001,U-0339,standard,legs
D001,U-0340,express,upper
D001,U-0341,flexible,pull
D001,U-0342,intense,legs
D001,U-0343,standard,legs
D001,U-0344,intense,pull
D001,U-0345,intense,push
D001,U-0346,flexible,upper
D001,U-0347,flexible,push
D001,U-0348,intense,legs
D001,U-0349,flexible,full_body
D001,U-0350,flexible,upper
D001,U-0351,intense,legs
D001,U-0352,standard,legs
D001,U-0353,flexible,push
D001,U-0354,flexible,full_body
D001,U-0355,express,full_body
D001,U-0356,standard,pull
D001,U-0357,standard,push
D001,U-0358,intense,legs
D001,U-0359,intense,pull
D001,U-0360,express,pull
D001,U-0361,flexible,upper
D001,U-0362,express,full_body
D001,U-0363,standard,legs
D001,U-0364,flexible,push
D001,U-0365,flexible,upper
D001,U-0366,flexible,upper
D001,U-0367,intense,pull
D001,U-0368,express,legs
D001,U-0369,flexible,upper
D001,U-0370,intense,legs
D001,U-0371,express,full_body
D001,U-0372,standard,full_body
D001,U-0373,standard,full_body
D001,U-0374,standard,pull
D001,U-0375,standard,pull
D001,U-0376,standard,legs
D001,U-0377,flexible,upper
D001,U-0378,intense,legs
D001,U-0379,flexible,push
D001,U-0380,standard,upper
D001,U-0381,flexible,full_body
D001,U-0382,express,legs
D001,U-0383,intense,legs
D001,U-0384,standard,push
D001,U-0385,standard,full_body
D001,U-0386,intense,pull
D001,U-0387,express,upper
D001,U-0388,intense,full_body
D001,U-0389,intense,legs
D001,U-0390,intense,legs
D001,U-0391,intense,legs
D001,U-0392,standard,push
D001,U-0393,intense,pull
D001,U-0394,standard,push
D001,U-0395,standard,push
D001,U-0396,standard,push
D001,U-0397,express,full_body
D001,U-0398,flexible,upper
D001,U-0399,standard,pull
D001,U-0400,intense,push
D001,U-0401,flexible,full_body
D001,U-0402,intense,legs
D001,U-0403,flexible,push
D001,U-0404,express,upper
D001,U-0405,standard,legs
D001,U-0406,intense,upper
D001,U-0407,intense,legs
D001,U-0408,flexible,upper
D001,U-0409,flexible,push
D001,U-0410,intense,full_body
D001,U-0411,standard,full_body
D001,U-0412,express,pull
D001,U-0413,standard,pull
D001,U-0414,standard,push
D001,U-0415,express,upper
D001,U-0416,standard,legs
D001,U-0417,intense,push
D001,U-0418,standard,full_body
D001,U-0419,flexible,full_body
D001,U-0420,express,upper
D002,U-0001,intense,pull
D002,U-0002,standard,pull
D002,U-0003,standard,upper
D002,U-0004,express,upper
D002,U-0005,flexible,upper
D002,U-0006,standard,push
D002,U-0007,express,push
D002,U-0008,standard,full_body
D002,U-0009,flexible,full_body
D002,U-0010,standard,push
D002,U-0011,intense,push
D002,U-0012,flexible,upper
D002,U-0013,standard,upper
D002,U-0014,standard,pull
D002,U-0015,intense,push
D002,U-0016,intense,legs
D002,U-0017,intense,legs
D002,U-0018,express,legs
D002,U-0019,flexible,legs
D002,U-0020,express,upper
D002,U-0021,standard,upper
D002,U-0022,express,full_body
D002,U-0023,standard,pull
D002,U-0024,flexible,upper
D002,U-0025,intense,upper
D002,U-0026,intense,upper
D002,U-0027,flexible,upper
D002,U-0028,flexible,push
D002,U-0029,intense,pull
D002,U-0030,standard,upper
D002,U-0031,intense,pull
D002,U-0032,flexible,full_body
D002,U-0033,standard,push
D002,U-0034,intense,legs
D002,U-0035,flexible,legs
D002,U-0036,flexible,full_body
D002,U-0037,flexible,full_body
D002,U-0038,standard,legs
D002,U-0039,flexible,full_body
D002,U-0040,standard,upper
D002,U-0041,intense,pull
D002,U-0042,flexible,full_body
D002,U-0043,intense,pull
D002,U-0044,standard,pull
D002,U-0045,express,upper
D002,U-0046,flexible,legs
D002,U-0047,flexible,pull
D002,U-0048,standard,upper
D002,U-0049,intense,pull
D002,U-0050,express,legs
D002,U-0051,express,legs
D002,U-0052,intense,push
D002,U-0053,standard,pull
D002,U-0054,flexible,upper
D002,U-0055,intense,pull
D002,U-0056,standard,full_body
D002,U-0057,intense,legs
D002,U-0058,standard,push
D002,U-0059,flexible,upper
D002,U-0060,flexible,push
D002,U-0061,flexible,legs
D002,U-0062,express,full_body
D002,U-0063,express,legs
D002,U-0064,express,upper
D002,U-0065,standard,upper
D002,U-0066,intense,pull
D002,U-0067,standard,pull
D002,U-0068,intense,legs
D002,U-0069,flexible,full_body
D002,U-0070,express,upper
D002,U-0071,flexible,full_body
D002,U-0072,express,pull
D002,U-0073,standard,full_body
D002,U-0074,flexible,upper
D002,U-0075,intense,pull
D002,U-0076,intense,pull
D002,U-0077,standard,legs
D002,U-0078,intense,legs
D002,U-0079,express,pull
D002,U-0080,express,legs
D002,U-0081,standard,pull
D002,U-0082,standard,legs
D002,U-0083,standard,legs
D002,U-0084,express,upper
D002,U-0085,standard,upper
D002,U-0086,standard,legs
D002,U-0087,intense,push
D002,U-0088,express,pull
D002,U-0089,standard,push
D002,U-0090,standard,push
D002,U-0091,intense,legs
D002,U-0092,express,pull
D002,U-0093,flexible,upper
D002,U-0094,flexible,pull
D002,U-0095,intense,push
D002,U-0096,express,upper
D002,U-0097,express,legs
D002,U-0098,standard,legs
D002,U-0099,standard,full_body
D002,U-0100,intense,push
D002,U-0101,flexible,upper
D002,U-0102,standard,upper
D002,U-0103,standard,full_body
D002,U-0104,intense,pull
D002,U-0105,express,upper
D002,U-0106,flexible,full_body
D002,U-0107,flexible,full_body
D002,U-0108,flexible,upper
D002,U-0109,intense,legs
D002,U-0110,intense,push
D002,U-0111,intense,push
D002,U-0112,standard,legs
D002,U-0113,flexible,push
D002,U-0114,standard,push
D002,U-0115,intense,push
D002,U-0116,express,upper
D002,U-0117,flexible,push
D002,U-0118,express,push
D002,U-0119,flexible,full_body
D002,U-0120,flexible,pull
D002,U-0121,intense,upper
D002,U-0122,intense,push
D002,U-0123,express,upper
D002,U-0124,express,full_body
D002,U-0125,standard,legs
D002,U-0126,intense,legs
D002,U-0127,flexible,full_body
D002,U-0128,flexible,push
D002,U-0129,flexible,full_body
D002,U-0130,flexible,pull
D002,U-0131,flexible,push
D002,U-0132,flexible,push
D002,U-0133,flexible,full_body
D002,U-0134,intense,push
D002,U-0135,standard,pull
D002,U-0136,standard,upper
D002,U-0137,intense,upper
D002,U-0138,express,legs
D002,U-0139,flexible,full_body
D002,U-0140,intense,push
D002,U-0141,standard,legs
D002,U-0142,intense,legs
D002,U-0143,intense,full_body
D002,U-0144,express,pull
D002,U-0145,intense,upper
D002,U-0146,express,pull
D002,U-0147,standard,pull
D002,U-0148,intense,push
D002,U-0149,intense,pull
D002,U-0150,standard,pull
D002,U-0151,intense,legs
D002,U-0152,intense,pull
D002,U-0153,flexible,full_body
D002,U-0154,express,full_body
D002,U-0155,standard,legs
D002,U-0156,flexible,upper
D002,U-0157,standard,pull
D002,U-0158,flexible,full_body
D002,U-0159,intense,full_body
D002,U-0160,express,pull
D002,U-0161,standard,pull
D002,U-0162,standard,upper
D002,U-0163,standard,full_body
D002,U-0164,flexible,push
D002,U-0165,intense,push
D002,U-0166,standard,push
D002,U-0167,intense,pull
D002,U-0168,flexible,upper
D002,U-0169,intense,legs
D002,U-0170,intense,push
D002,U-0171,flexible,upper
D002,U-0172,intense,push
D002,U-0173,intense,legs
D002,U-0174,intense,upper
D002,U-0175,standard,full_body
D002,U-0176,intense,legs
D002,U-0177,intense,upper
D002,U-0178,flexible,upper
D002,U-0179,flexible,full_body
D002,U-0180,standard,push
D002,U-0181,express,upper
D002,U-0182,flexible,push
D002,U-0183,intense,pull
D002,U-0184,flexible,upper
D002,U-0185,intense,legs
D002,U-0186,standard,upper
D002,U-0187,flexible,legs
D002,U-0188,flexible,upper
D002,U-0189,flexible,full_body
D002,U-0190,flexible,push
D002,U-0191,standard,push
D002,U-0192,express,full_body
D002,U-0193,flexible,pull
D002,U-0194,standard,pull
D002,U-0195,intense,full_body
D002,U-0196,intense,upper
D002,U-0197,express,upper
D002,U-0198,express,push
D002,U-0199,standard,upper
D002,U-0200,express,pull
D002,U-0201,standard,push
D002,U-0202,flexible,full_body
D002,U-0203,express,pull
D002,U-0204,intense,push
D002,U-0205,express,full_body
D002,U-0206,standard,legs
D002,U-0207,standard,full_body
D002,U-0208,flexible,push
D002,U-0209,flexible,full_body
D002,U-0210,standard,pull
D002,U-0211,intense,push
D002,U-0212,standard,full_body
D002,U-0213,intense,legs
D002,U-0214,standard,upper
D002,U-0215,flexible,pull
D002,U-0216,flexible,push
D002,U-0217,intense,push
D002,U-0218,flexible,pull
D002,U-0219,standard,legs
D002,U-0220,standard,legs
D002,U-0221,intense,full_body
D002,U-0222,intense,push
D002,U-0223,standard,upper
D002,U-0224,flexible,push
D002,U-0225,intense,upper
D002,U-0226,flexible,full_body
D002,U-0227,standard,push
D002,U-0228,intense,pull
D002,U-0229,flexible,upper
D002,U-0230,standard,upper
D002,U-0231,intense,full_body
D002,U-0232,flexible,upper
D002,U-0233,standard,legs
D002,U-0234,intense,legs
D002,U-0235,standard,legs
D002,U-0236,express,legs
D002,U-0237,flexible,push
D002,U-0238,intense,legs
D002,U-0239,intense,pull
D002,U-0240,standard,upper
D002,U-0241,flexible,upper
D002,U-0242,flexible,upper
D002,U-0243,flexible,upper
D002,U-0244,standard,pull
D002,U-0245,flexible,upper
D002,U-0246,flexible,upper
D002,U-0247,flexible,full_body
D002,U-0248,flexible,upper
D002,U-0249,standard,push
D002,U-0250,flexible,pull
D002,U-0251,intense,pull
D002,U-0252,intense,legs
D002,U-0253,express,push
D002,U-0254,intense,upper
D002,U-0255,express,push
D002,U-0256,intense,legs
D002,U-0257,express,upper
D002,U-0258,flexible,full_body
D002,U-0259,flexible,legs
D002,U-0260,intense,pull
D002,U-0261,standard,upper
D002,U-0262,intense,push
D002,U-0263,standard,full_body
D002,U-0264,intense,legs
D002,U-0265,standard,legs
D002,U-0266,express,legs
D002,U-0267,flexible,upper
D002,U-0268,standard,pull
D002,U-0269,flexible,full_body
D002,U-0270,express,legs
D002,U-0271,intense,upper
D002,U-0272,flexible,legs
D002,U-0273,intense,upper
D002,U-0274,flexible,pull
D002,U-0275,intense,legs
D002,U-0276,standard,full_body
D002,U-0277,flexible,pull
D002,U-0278,flexible,pull
D002,U-0279,flexible,full_body
D002,U-0280,standard,full_body
D002,U-0281,flexible,full_body
D002,U-0282,standard,full_body
D002,U-0283,flexible,pull
D002,U-0284,standard,legs
D002,U-0285,intense,legs
D002,U-0286,express,upper
D002,U-0287,intense,upper
D002,U-0288,flexible,pull
D002,U-0289,flexible,full_body
D002,U-0290,flexible,legs
D002,U-0291,standard,push
D002,U-0292,express,push
D002,U-0293,express,legs
D002,U-0294,express,upper
D002,U-0295,express,full_body
D002,U-0296,flexible,upper
D002,U-0297,intense,legs
D002,U-0298,flexible,upper
D002,U-0299,flexible,legs
D002,U-0300,flexible,upper
D002,U-0301,intense,legs
D002,U-0302,express,pull
D002,U-0303,flexible,pull
D002,U-0304,intense,push
D002,U-0305,standard,legs
D002,U-0306,flexible,upper
D002,U-0307,standard,pull
D002,U-0308,flexible,upper
D002,U-0309,flexible,upper
D002,U-0310,flexible,pull
D002,U-0311,standard,legs
D002,U-0312,flexible,upper
D002,U-0313,standard,push
D002,U-0314,flexible,full_body
D002,U-0315,intense,push
D002,U-0316,standard,pull
D002,U-0317,intense,upper
D002,U-0318,standard,full_body
D002,U-0319,standard,pull
D002,U-0320,flexible,upper
D002,U-0321,flexible,legs
D002,U-0322,intense,legs
D002,U-0323,standard,full_body
D002,U-0324,standard,push
D003,U-0001,express,full_body
D003,U-0002,flexible,push
D003,U-0003,standard,push
D003,U-0004,standard,full_body
D003,U-0005,flexible,pull
D003,U-0006,express,upper
D003,U-0007,standard,pull
D003,U-0008,flexible,legs
D003,U-0009,flexible,push
D003,U-0010,intense,pull
D003,U-0011,intense,full_body
D003,U-0012,express,pull
D003,U-0013,flexible,legs
D003,U-0014,standard,legs
D003,U-0015,intense,legs
D003,U-0016,flexible,upper
D003,U-0017,flexible,legs
D003,U-0018,standard,upper
D003,U-0019,standard,legs
D003,U-0020,standard,pull
D003,U-0021,intense,pull
D003,U-0022,flexible,legs
D003,U-0023,standard,legs
D003,U-0024,standard,upper
D003,U-0025,express,pull
D003,U-0026,intense,legs
D003,U-0027,flexible,legs
D003,U-0028,flexible,full_body
D003,U-0029,flexible,upper
D003,U-0030,intense,pull
D003,U-0031,intense,pull
D003,U-0032,express,upper
D003,U-0033,express,pull
D003,U-0034,standard,push
D003,U-0035,express,legs
D003,U-0036,standard,push
D003,U-0037,flexible,upper
D003,U-0038,express,legs
D003,U-0039,standard,pull
D003,U-0040,express,push
D003,U-0041,standard,legs
D003,U-0042,flexible,full_body
D003,U-0043,standard,upper
D003,U-0044,flexible,upper
D003,U-0045,express,upper
D003,U-0046,flexible,legs
D003,U-0047,standard,upper
D003,U-0048,standard,legs
D003,U-0049,intense,push
D003,U-0050,flexible,upper
D003,U-0051,intense,pull
D003,U-0052,express,full_body
D003,U-0053,flexible,push
D003,U-0054,flexible,full_body
D003,U-0055,flexible,full_body
D003,U-0056,flexible,legs
D003,U-0057,express,upper
D003,U-0058,flexible,push
D003,U-0059,flexible,upper
D003,U-0060,flexible,upper
D003,U-0061,flexible,full_body
D003,U-0062,standard,upper
D003,U-0063,standard,legs
D003,U-0064,standard,push
D003,U-0065,express,full_body
D003,U-0066,intense,legs
D003,U-0067,flexible,full_body
D003,U-0068,intense,upper
D003,U-0069,intense,legs
D003,U-0070,intense,pull
D003,U-0071,intense,legs
D003,U-0072,express,push
D003,U-0073,intense,pull
D003,U-0074,express,pull
D003,U-0075,flexible,legs
D003,U-0076,intense,pull
D003,U-0077,standard,legs
D003,U-0078,flexible,pull
D003,U-0079,express,upper
D003,U-0080,flexible,full_body
D003,U-0081,flexible,full_body
D003,U-0082,flexible,full_body
D003,U-0083,standard,legs
D003,U-0084,express,pull
D003,U-0085,standard,upper
D003,U-0086,flexible,upper
D003,U-0087,flexible,full_body
D003,U-0088,intense,upper
D003,U-0089,standard,upper
D003,U-0090,intense,legs
D003,U-0091,standard,pull
D003,U-0092,intense,legs
D003,U-0093,intense,push
D003,U-0094,intense,full_body
D003,U-0095,standard,legs
D003,U-0096,flexible,upper
D003,U-0097,intense,push
D003,U-0098,intense,push
D003,U-0099,flexible,push
D003,U-0100,standard,upper
D003,U-0101,flexible,upper
D003,U-0102,flexible,legs
D003,U-0103,flexible,legs
D003,U-0104,standard,upper
D003,U-0105,standard,push
D003,U-0106,intense,legs
D003,U-0107,standard,push
D003,U-0108,intense,push
D003,U-0109,standard,upper
D003,U-0110,intense,upper
D003,U-0111,flexible,pull
D003,U-0112,flexible,full_body
D003,U-0113,flexible,upper
D003,U-0114,express,push
D003,U-0115,standard,full_body
D003,U-0116,intense,pull
D003,U-0117,flexible,full_body
D003,U-0118,standard,upper
D003,U-0119,flexible,push
D003,U-0120,standard,pull
D003,U-0121,intense,push
D003,U-0122,intense,push
D003,U-0123,intense,legs
D003,U-0124,flexible,upper
D003,U-0125,intense,upper
D003,U-0126,standard,pull
D003,U-0127,flexible,full_body
D003,U-0128,intense,legs
D003,U-0129,express,upper
D003,U-0130,intense,pull
D003,U-0131,standard,pull
D003,U-0132,flexible,push
D003,U-0133,flexible,upper
D003,U-0134,express,full_body
D003,U-0135,standard,push
D003,U-0136,intense,upper
D003,U-0137,intense,upper
D003,U-0138,flexible,push
D003,U-0139,intense,full_body
D003,U-0140,intense,full_body
D003,U-0141,flexible,pull
D003,U-0142,standard,legs
D003,U-0143,intense,full_body
D003,U-0144,intense,pull
D003,U-0145,standard,pull
D003,U-0146,intense,push
D003,U-0147,flexible,pull
D003,U-0148,express,pull
D003,U-0149,intense,full_body
D003,U-0150,flexible,full_body
D003,U-0151,express,push
D003,U-0152,standard,legs
D003,U-0153,intense,push
D003,U-0154,flexible,legs
D003,U-0155,express,upper
D003,U-0156,flexible,legs
D003,U-0157,intense,legs
D003,U-0158,flexible,full_body
D003,U-0159,flexible,upper
D003,U-0160,intense,push
D003,U-0161,flexible,pull
D003,U-0162,standard,legs
D003,U-0163,intense,full_body
D003,U-0164,intense,upper
D003,U-0165,standard,legs
D003,U-0166,intense,upper
D003,U-0167,intense,push
D003,U-0168,intense,upper
D003,U-0169,intense,pull
D003,U-0170,flexible,legs
D003,U-0171,express,upper
D003,U-0172,flexible,push
D003,U-0173,standard,legs
D003,U-0174,intense,push
D003,U-0175,flexible,full_body
D003,U-0176,standard,full_body
D003,U-0177,flexible,upper
D003,U-0178,standard,pull
D003,U-0179,standard,legs
D003,U-0180,standard,upper
D003,U-0181,flexible,upper
D003,U-0182,intense,pull
D003,U-0183,intense,push
D003,U-0184,intense,legs
D003,U-0185,intense,pull
D003,U-0186,standard,upper
D003,U-0187,intense,legs
D003,U-0188,intense,full_body
D003,U-0189,flexible,upper
D003,U-0190,intense,push
D003,U-0191,standard,pull
D003,U-0192,express,pull
D003,U-0193,express,upper
D003,U-0194,standard,full_body
D003,U-0195,express,full_body
D003,U-0196,standard,full_body
D003,U-0197,flexible,legs
D003,U-0198,standard,legs
D003,U-0199,intense,full_body
D003,U-0200,express,push
D003,U-0201,intense,push
D003,U-0202,standard,upper
D003,U-0203,flexible,upper
D003,U-0204,flexible,push
D003,U-0205,flexible,legs
D003,U-0206,express,upper
D003,U-0207,express,pull
D003,U-0208,standard,pull
D003,U-0209,standard,push
D003,U-0210,flexible,full_body
D003,U-0211,intense,upper
D003,U-0212,intense,legs
D003,U-0213,standard,legs
D003,U-0214,express,full_body
D003,U-0215,express,full_body
D003,U-0216,express,push
D003,U-0217,flexible,push
D003,U-0218,flexible,upper
D003,U-0219,flexible,upper
D003,U-0220,intense,pull
D003,U-0221,flexible,pull
D003,U-0222,intense,push
D003,U-0223,intense,pull
D003,U-0224,standard,pull
D003,U-0225,express,push
D003,U-0226,flexible,upper
D003,U-0227,intense,pull
D003,U-0228,standard,pull
D003,U-0229,intense,pull
D003,U-0230,flexible,pull
D003,U-0231,standard,pull
D003,U-0232,express,full_body
D003,U-0233,standard,pull
D003,U-0234,intense,legs
D003,U-0235,standard,full_body
D003,U-0236,flexible,upper
D003,U-0237,express,legs
D003,U-0238,flexible,push
D003,U-0239,standard,push
D003,U-0240,intense,pull
D003,U-0241,flexible,full_body
D003,U-0242,flexible,upper
D003,U-0243,standard,legs
D003,U-0244,standard,push
D003,U-0245,standard,legs
