day_id,user_id,event_id,routine,profile,outcome,duration_min
D002,U-0065,624,upper,standard,completed,20.88
D002,U-0079,676,pull,express,completed,9.213
D002,U-0083,766,legs,standard,completed,9.463
D002,U-0089,781,push,standard,completed,14.036
D002,U-0076,791,pull,intense,completed,38.367
D002,U-0073,800,full_body,standard,completed,15.32
D002,U-0090,855,push,standard,completed,27.999
D002,U-0098,863,legs,standard,completed,21.899
D002,U-0112,931,legs,standard,completed,10.705
D002,U-0113,943,push,flexible,completed,22.611
D002,U-0108,946,upper,flexible,completed,21.68
D002,U-0114,968,push,standard,completed,20.372
D002,U-0111,979,push,intense,completed,25.822
D002,U-0124,1038,full_body,express,completed,10.678
D002,U-0122,1067,push,intense,completed,18.472
D002,U-0127,1073,full_body,flexible,completed,21.426
D002,U-0121,1078,upper,intense,completed,23.574
D002,U-0126,1086,legs,intense,completed,12.051
D002,U-0135,1148,pull,standard,completed,24.895
D002,U-0144,1171,pull,express,completed,9.803
D002,U-0134,1212,push,intense,completed,15.26
D002,U-0150,1240,pull,standard,completed,13.014
D002,U-0151,1259,legs,intense,completed,39.913
D002,U-0155,1285,legs,standard,completed,14.556
D002,U-0148,1316,push,intense,completed,41.031
D002,U-0161,1339,pull,standard,completed,11.158
D002,U-0162,1356,upper,standard,completed,20.218
D002,U-0164,1426,push,flexible,completed,9.705
D002,U-0171,1451,upper,flexible,completed,11.014
D002,U-0170,1502,push,intense,completed,20.105
D002,U-0173,1518,legs,intense,completed,37.705
D002,U-0194,1596,pull,standard,completed,19.0
D002,U-0197,1614,upper,express,completed,10.372
D002,U-0186,1638,upper,standard,completed,18.781
D002,U-0198,1649,push,express,completed,9.182
D002,U-0202,1706,full_body,flexible,completed,11.372
D002,U-0201,1744,push,standard,completed,14.478
D002,U-0209,1807,full_body,flexible,completed,29.754
D002,U-0236,1860,legs,express,completed,9.056
D002,U-0235,1976,legs,standard,completed,11.656
D002,U-0257,2094,upper,express,completed,10.233
D002,U-0266,2095,legs,express,completed,7.146
D002,U-0267,2207,upper,flexible,completed,10.704
D002,U-0254,2221,upper,intense,completed,21.694
D002,U-0263,2290,full_body,standard,completed,11.292
D002,U-0268,2309,pull,standard,completed,16.553
D002,U-0274,2310,pull,flexible,completed,11.217
D002,U-0284,2366,legs,standard,completed,17.013
D002,U-0295,2378,full_body,express,completed,7.9
D002,U-0275,2384,legs,intense,completed,34.162
D002,U-0290,2437,legs,flexible,completed,9.567
D002,U-0287,2492,upper,intense,completed,26.522
D002,U-0297,2501,legs,intense,completed,46.345
D002,U-0305,2533,legs,standard,completed,18.523
D002,U-0321,2543,legs,flexible,completed,19.94
D002,U-0311,2548,legs,standard,completed,13.743
D002,U-0314,2562,full_body,flexible,completed,17.057
D002,U-0320,2579,upper,flexible,completed,16.476
D002,U-0318,2590,full_body,standard,completed,24.862
D003,U-0005,99,pull,flexible,completed,10.746
D003,U-0004,116,full_body,standard,completed,14.144
D003,U-0009,142,push,flexible,completed,14.466
D003,U-0016,222,upper,flexible,completed,13.829
D003,U-0018,235,upper,standard,completed,27.624
D003,U-0019,236,legs,standard,completed,22.735
D003,U-0022,241,legs,flexible,completed,17.048
D003,U-0023,255,legs,standard,completed,15.518
D003,U-0028,261,full_body,flexible,completed,11.4
D003,U-0026,297,legs,intense,completed,38.468
D003,U-0037,353,upper,flexible,completed,12.121
D003,U-0036,358,push,standard,completed,19.628
D003,U-0039,378,pull,standard,completed,15.535
D003,U-0043,409,upper,standard,completed,12.461
D003,U-0046,413,legs,flexible,completed,17.477
D003,U-0044,427,upper,flexible,completed,16.303
D003,U-0050,480,upper,flexible,completed,10.817
D003,U-0057,486,upper,express,completed,9.267
D003,U-0058,511,push,flexible,completed,10.114
D003,U-0060,571,upper,flexible,completed,24.221
D003,U-0063,593,legs,standard,completed,16.744
D003,U-0074,613,pull,express,completed,8.854
D003,U-0062,635,upper,standard,completed,3.912
D003,U-0068,653,upper,intense,completed,30.944
D003,U-0066,664,legs,intense,completed,19.664
D003,U-0077,676,legs,standard,completed,12.202
D003,U-0071,686,legs,intense,completed,10.217
D003,U-0081,732,full_body,flexible,completed,16.709
D003,U-0086,783,upper,flexible,completed,9.699
D003,U-0091,801,pull,standard,completed,20.923
D003,U-0090,826,legs,intense,completed,34.881
D003,U-0087,833,full_body,flexible,completed,12.786
D003,U-0089,834,upper,standard,completed,23.961
D003,U-0093,857,push,intense,completed,34.944
D003,U-0100,862,upper,standard,completed,20.926
D003,U-0102,900,legs,flexible,completed,16.413
D003,U-0106,993,legs,intense,completed,14.5
D003,U-0120,1049,pull,standard,completed,21.052
D003,U-0115,1055,full_body,standard,completed,19.618
D003,U-0133,1159,upper,flexible,completed,17.801
D003,U-0145,1205,pull,standard,completed,12.231
D003,U-0148,1210,pull,express,completed,9.527
D003,U-0142,1224,legs,standard,completed,10.217
D003,U-0143,1305,full_body,intense,completed,29.595
D003,U-0158,1336,full_body,flexible,completed,10.169
D003,U-0157,1363,legs,intense,completed,40.138
D003,U-0165,1391,legs,standard,completed,13.357
D003,U-0163,1434,full_body,intense,completed,21.995
D003,U-0172,1463,push,flexible,completed,7.87
D003,U-0167,1478,push,intense,completed,35.349
D003,U-0168,1509,upper,intense,completed,22.171
D003,U-0197,1670,legs,flexible,completed,9.844
D003,U-0191,1671,pull,standard,completed,25.584
D003,U-0185,1736,pull,intense,completed,38.396
D003,U-0196,1745,full_body,standard,completed,7.385
D003,U-0214,1798,full_body,express,completed,8.983
D003,U-0201,1840,push,intense,completed,31.06
D003,U-0223,1978,pull,intense,completed,22.597
D003,U-0230,1987,pull,flexible,completed,17.88
D003,U-0239,2044,push,standard,completed,15.141
D003,U-0243,2065,legs,standard,completed,21.538
D003,U-0245,2087,legs,standard,completed,18.787
D003,U-0250,2122,pull,standard,completed,9.697
D003,U-0240,2159,pull,intense,completed,24.124
D003,U-0254,2181,push,intense,completed,19.949
D003,U-0263,2201,legs,standard,completed,24.322
D003,U-0258,2226,push,standard,completed,3.855
D003,U-0255,2256,upper,flexible,completed,15.797
D003,U-0268,2415,pull,intense,completed,24.723
D003,U-0280,2443,full_body,flexible,completed,14.743
D003,U-0287,2483,push,flexible,completed,15.91
D003,U-0290,2504,full_body,standard,completed,10.973
D003,U-0300,2546,push,intense,completed,21.417
D003,U-0304,2556,pull,intense,completed,27.146
D003,U-0333,2611,legs,standard,completed,16.141
D003,U-0337,2731,push,standard,completed,14.968
D003,U-0335,2747,upper,standard,completed,25.778
D003,U-0347,2752,pull,flexible,completed,20.118
D003,U-0351,2772,push,flexible,completed_failed,11.489
D003,U-0329,2776,full_body,standard,completed,22.001
D003,U-0341,2780,upper,standard,completed,20.484
D003,U-0360,2797,legs,flexible,completed,8.81
D003,U-0346,2811,legs,intense,completed,44.088
D004,U-0005,39,pull,express,completed,9.774
D004,U-0002,58,pull,intense,completed,28.059
D004,U-0008,83,legs,standard,completed,16.231
D004,U-0009,122,push,intense,completed,31.876
D004,U-0016,245,full_body,flexible,completed,17.693
D004,U-0031,254,pull,express,completed,7.165
D004,U-0034,271,pull,express,completed,9.157
D004,U-0021,283,upper,standard,completed,17.855
D004,U-0032,287,push,flexible,completed,10.083
D004,U-0028,321,legs,intense,completed,29.339
D004,U-0035,329,upper,express,completed,9.397
D004,U-0042,365,pull,flexible,completed,24.439
D004,U-0045,387,push,standard,completed,12.276
D004,U-0046,458,upper,standard,completed,28.0
D004,U-0052,498,upper,standard,completed,13.85
D004,U-0066,564,legs,standard,completed,28.0
D004,U-0060,606,full_body,standard,completed,16.929
D004,U-0058,619,upper,intense,completed,16.638
D004,U-0073,636,pull,standard,completed,19.936
D004,U-0068,641,pull,intense,completed,8.775
D004,U-0078,660,legs,standard,completed,13.853
D004,U-0088,793,legs,flexible,completed,20.875
D004,U-0095,870,legs,intense,completed,25.013
D004,U-0098,871,pull,flexible,completed,10.985
D004,U-0093,873,upper,standard,completed,18.291
D004,U-0113,1001,push,standard,completed,28.0
D004,U-0134,1129,full_body,flexible,completed,15.484
D004,U-0137,1140,full_body,flexible,completed,10.437
D004,U-0145,1172,legs,standard,completed,11.643
D004,U-0148,1197,pull,standard,completed,28.0
D004,U-0140,1234,legs,intense,completed,35.881
D004,U-0151,1244,push,flexible,completed,19.671
D004,U-0156,1305,upper,flexible,completed,14.329
D004,U-0159,1307,full_body,flexible,completed,25.593
D004,U-0157,1320,legs,standard,completed,17.562
D004,U-0163,1411,legs,intense,completed,19.912
D004,U-0177,1592,push,intense,completed,32.285
D004,U-0178,1615,push,intense,completed,29.807
D004,U-0190,1642,legs,intense,completed,33.586
D004,U-0202,1691,legs,standard,completed,22.113
D004,U-0197,1697,upper,standard,completed,28.0
D004,U-0205,1760,full_body,flexible,completed,12.441
D004,U-0212,1778,legs,standard,completed,12.469
D004,U-0195,1792,pull,intense,completed,7.075
D004,U-0214,1830,pull,flexible,completed,12.182
D004,U-0231,1870,upper,express,completed,8.746
D004,U-0215,1878,push,intense,completed,27.373
D004,U-0224,1943,legs,intense,completed,37.696
D004,U-0238,2040,legs,intense,completed,27.299
D004,U-0232,2079,push,standard,completed,16.666
D004,U-0250,2163,pull,intense,completed,20.32
D004,U-0256,2227,upper,standard,completed,20.104
D004,U-0276,2236,pull,flexible,completed,19.73
D004,U-0289,2292,pull,flexible,completed,18.563
D004,U-0310,2367,legs,standard,completed,15.956
D004,U-0280,2376,full_body,standard,completed,8.858
D004,U-0291,2380,upper,flexible,completed,8.212
D004,U-0302,2397,push,flexible,completed,12.83
D004,U-0288,2449,full_body,intense,completed,23.711
D004,U-0317,2509,pull,intense,completed,23.753
D004,U-0322,2540,pull,intense,completed,18.515
D004,U-0350,2646,pull,standard,completed,21.929
D004,U-0357,2677,full_body,express,completed,8.79
D004,U-0358,2688,push,standard,completed,12.391
D004,U-0341,2759,upper,intense,completed,47.624
D004,U-0349,2769,pull,intense,completed,42.21
D004,U-0377,2805,pull,express,completed,10.214
D004,U-0383,2858,legs,standard,completed,28.0
D004,U-0378,2876,push,flexible,completed,11.937
D004,U-0388,2910,push,standard,completed,10.937
D004,U-0385,2917,upper,standard,completed,16.806
D004,U-0398,2920,push,standard,completed,15.426
D004,U-0393,2924,pull,standard,completed,12.424
D005,U-0006,38,push,express,completed,8.468
D005,U-0001,49,legs,flexible,completed,20.601
D005,U-0004,69,full_body,flexible,completed,26.469
D005,U-0005,87,push,flexible,completed,19.753
D005,U-0007,97,legs,standard,completed,18.866
D005,U-0010,131,full_body,flexible,completed,19.815
D005,U-0011,179,push,standard,completed,28.0
D005,U-0014,199,upper,standard,completed,11.03
D005,U-0015,205,upper,standard,completed,12.194
D005,U-0018,208,legs,standard,completed,23.84
D005,U-0022,238,full_body,flexible,completed,10.721
D005,U-0019,251,legs,intense,completed,21.63
D005,U-0021,258,pull,intense,completed,27.021
D005,U-0028,317,upper,standard,completed,23.145
D005,U-0037,367,upper,flexible,completed,22.059
D005,U-0044,415,push,intense,completed,20.664
D005,U-0042,446,legs,standard,completed,13.621
D005,U-0055,526,upper,standard,completed,20.983
D005,U-0063,581,legs,standard,completed,17.115
D005,U-0061,606,upper,standard,completed,19.177
D005,U-0085,695,pull,express,completed,8.54
D005,U-0070,714,upper,standard,completed,28.0
D005,U-0076,724,full_body,intense,completed,34.072
D005,U-0089,736,full_body,express,completed,7.421
D005,U-0087,758,pull,flexible,completed,13.62
D005,U-0094,825,pull,flexible,completed,10.866
D005,U-0099,866,legs,flexible,completed,16.442
D005,U-0104,869,legs,express,completed,9.607
D005,U-0102,885,upper,standard,completed,9.283
D005,U-0092,886,upper,standard,completed,28.0
D005,U-0115,945,full_body,express,completed,9.181
D005,U-0113,998,upper,flexible,completed,18.94
D005,U-0114,1024,upper,flexible,completed,11.39
D005,U-0119,1053,pull,standard,completed,14.714
D005,U-0111,1066,full_body,intense,completed,45.865
D005,U-0118,1088,push,standard,completed,28.0
D005,U-0129,1101,upper,express,completed,7.59
D005,U-0125,1144,full_body,intense,completed,35.646
D005,U-0136,1244,full_body,flexible,completed,17.937
D005,U-0148,1254,upper,flexible,completed,19.56
D005,U-0143,1273,push,standard,completed,17.238
D005,U-0155,1375,legs,intense,completed,9.725
D005,U-0166,1412,full_body,flexible,completed,10.127
D005,U-0173,1447,legs,standard,completed,13.951
D005,U-0167,1490,pull,intense,completed,14.658
D005,U-0182,1517,legs,standard,completed,9.556
D005,U-0181,1574,pull,intense,completed,23.667
D005,U-0189,1618,full_body,standard,completed,26.507
D005,U-0190,1620,legs,standard,completed,19.462
D005,U-0208,1734,push,standard,completed,18.125
D005,U-0213,1748,legs,standard,completed,23.87
D005,U-0207,1778,legs,standard,completed,18.56
D005,U-0204,1817,full_body,standard,completed,25.691
D005,U-0224,1830,push,express,completed,7.256
D005,U-0222,1894,legs,standard,completed,13.655
D005,U-0223,1915,upper,standard,completed,16.281
D005,U-0227,1920,pull,standard,completed,28.0
D005,U-0239,2022,legs,standard,completed,24.682
D005,U-0246,2063,pull,intense,completed,34.59
D005,U-0242,2080,push,standard,completed,28.0
D005,U-0256,2085,legs,standard,completed,17.637
D005,U-0250,2096,upper,standard,completed,10.069
D005,U-0252,2129,upper,standard,completed,12.043
D005,U-0260,2135,legs,standard,completed,11.623
D005,U-0268,2202,upper,standard,completed,24.891
D005,U-0270,2246,push,flexible,completed,27.96
D005,U-0282,2253,legs,express,completed,8.295
D005,U-0267,2272,pull,standard,completed,19.369
D005,U-0281,2303,pull,standard,completed,22.718
D005,U-0306,2458,legs,express,completed,6.821
D005,U-0305,2480,pull,standard,completed,28.0
D005,U-0312,2494,full_body,express,completed,7.475
D005,U-0299,2497,legs,standard,completed,10.145
D005,U-0310,2552,full_body,flexible,completed,12.874
D005,U-0303,2587,push,intense,completed,27.859
D005,U-0327,2617,upper,flexible,completed,18.901
D005,U-0339,2665,push,flexible,completed,16.656
D005,U-0348,2793,push,flexible,completed,22.068
D005,U-0355,2845,full_body,express,completed,9.71
D005,U-0353,2906,push,intense,completed,35.719
D005,U-0367,2928,upper,standard,completed,8.066
D005,U-0370,2931,push,standard,completed,27.24
D005,U-0369,2934,upper,flexible,completed,15.147
D006,U-0001,73,pull,standard,completed,18.72
D006,U-0003,104,upper,standard,completed,12.723
D006,U-0004,112,pull,standard,completed,23.491
D006,U-0008,116,legs,intense,completed,15.597
D006,U-0017,191,pull,standard,completed,18.635
D006,U-0020,222,legs,standard,completed,11.886
D006,U-0024,260,pull,standard,completed,7.452
D006,U-0023,279,full_body,standard,completed,20.484
D006,U-0030,336,full_body,flexible,completed,14.549
D006,U-0029,356,full_body,intense,completed,15.959
D006,U-0032,373,push,intense,completed,37.381
D006,U-0048,461,full_body,flexible,completed,17.282
D006,U-0052,493,upper,standard,completed,11.024
D006,U-0059,579,pull,standard,completed,16.477
D006,U-0061,615,legs,flexible,completed,16.397
D006,U-0075,648,legs,flexible,completed,18.877
D006,U-0081,781,upper,flexible,completed,23.568
D006,U-0093,792,pull,express,completed,9.135
D006,U-0090,814,full_body,flexible,completed,16.247
D006,U-0094,840,full_body,flexible,completed,15.253
D006,U-0101,859,pull,express,completed,6.718
D006,U-0096,891,push,intense,completed,16.122
D006,U-0107,914,push,standard,completed,8.04
D006,U-0102,926,full_body,intense,completed,19.898
D006,U-0105,983,upper,flexible,completed,8.821
D006,U-0111,1023,upper,standard,completed,11.566
D006,U-0106,1027,full_body,standard,completed,22.729
D006,U-0123,1030,push,express,completed,9.518
D006,U-0127,1105,legs,standard,completed,14.464
D006,U-0134,1106,legs,express,completed,8.043
D006,U-0126,1168,push,flexible,completed,13.73
D006,U-0131,1192,upper,flexible,completed,15.816
D006,U-0135,1214,legs,standard,completed,12.628
D006,U-0142,1221,push,express,completed,9.628
D006,U-0133,1249,upper,standard,completed,23.038
D006,U-0141,1252,legs,intense,completed,22.601
D006,U-0140,1267,upper,flexible,completed,14.451
D006,U-0154,1318,push,standard,completed,9.794
D006,U-0146,1328,legs,intense,completed,25.026
D006,U-0155,1340,upper,standard,completed,13.529
D006,U-0164,1407,pull,standard,completed,12.35
D006,U-0160,1435,pull,intense,completed,18.773
D006,U-0171,1440,pull,flexible,completed,15.657
D006,U-0167,1458,pull,intense,completed,26.089
D006,U-0176,1476,upper,express,completed,8.111
D006,U-0178,1490,legs,express,completed,7.685
D006,U-0174,1502,pull,flexible,completed,10.74
D006,U-0172,1506,full_body,standard,completed,24.628
D006,U-0179,1548,legs,intense,completed,16.273
D006,U-0182,1603,upper,standard,completed,9.444
D006,U-0186,1621,push,flexible,completed,21.935
D006,U-0189,1668,push,intense,completed,17.04
D006,U-0197,1677,pull,flexible,completed,12.15
D006,U-0191,1764,pull,intense,completed,37.321
D006,U-0207,1822,pull,flexible,completed,15.319
D006,U-0219,1841,pull,flexible,completed_failed,10.922
D006,U-0206,1860,legs,intense,completed,34.425
D006,U-0213,1892,push,intense,completed,25.879
D006,U-0217,1919,full_body,flexible,completed,14.744
D006,U-0241,1963,legs,flexible,completed,16.409
D006,U-0212,1975,pull,intense,completed,23.278
D006,U-0231,2031,full_body,standard,completed,26.01
D006,U-0259,2105,pull,standard,completed,16.402
D006,U-0271,2154,legs,standard,completed,18.743
D006,U-0277,2190,legs,standard,completed,22.134
D006,U-0268,2293,upper,standard,completed,24.748
D006,U-0285,2300,push,standard,completed,17.542
D006,U-0288,2366,legs,standard,completed,16.312
D006,U-0296,2387,legs,standard,completed,17.711
D006,U-0304,2418,push,flexible,completed,15.826
D006,U-0294,2424,pull,flexible,completed,9.637
D006,U-0307,2494,pull,standard,completed,21.484
D006,U-0317,2495,legs,flexible,completed,16.962
D006,U-0332,2560,push,flexible,completed,15.422
D006,U-0314,2568,upper,flexible,completed_failed,16.529
D006,U-0331,2623,legs,flexible,completed,16.815
D006,U-0344,2734,legs,intense,completed,35.188
D006,U-0333,2786,push,intense,completed,34.231
D006,U-0373,2808,pull,express,completed,6.686
D006,U-0368,2811,pull,standard,completed,16.22
D006,U-0367,2857,upper,standard,completed,17.153
D006,U-0375,2866,full_body,flexible,completed,6.162
D006,U-0371,2881,upper,standard,completed,17.244
D007,U-0014,148,push,intense,completed,21.137
D007,U-0017,157,pull,standard,completed,25.825
D007,U-0020,183,push,express,completed,7.738
D007,U-0008,194,full_body,standard,completed,20.876
D007,U-0025,251,pull,flexible,completed,17.891
D007,U-0022,275,push,standard,completed,12.137
D007,U-0039,311,full_body,express,completed,9.085
D007,U-0038,360,upper,standard,completed,15.593
D007,U-0043,380,pull,standard,completed,9.641
D007,U-0035,405,pull,intense,completed,37.273
D007,U-0049,423,legs,standard,completed,18.144
D007,U-0056,462,push,flexible,completed,8.961
D007,U-0050,521,legs,standard,completed,20.166
D007,U-0075,682,upper,standard,completed,15.464
D007,U-0082,721,legs,flexible,completed,18.248
D007,U-0090,753,legs,standard,completed,9.688
D007,U-0087,773,push,standard,completed,24.066
D007,U-0084,827,push,intense,completed,31.332
D007,U-0092,868,full_body,standard,completed,13.36
D007,U-0100,913,full_body,standard,completed,7.958
D007,U-0119,1024,upper,standard,completed,17.358
D007,U-0131,1070,full_body,express,completed,8.069
D007,U-0132,1074,pull,flexible,completed,12.595
D007,U-0121,1079,pull,intense,completed,39.269
D007,U-0143,1157,legs,flexible,completed,10.667
D007,U-0137,1209,upper,intense,completed,26.644
D007,U-0141,1210,full_body,flexible,completed,20.096
D007,U-0145,1218,full_body,standard,completed,25.509
D007,U-0154,1277,pull,flexible,completed,10.093
D007,U-0157,1285,legs,standard,completed,16.079
D007,U-0161,1362,upper,flexible,completed,10.736
D007,U-0159,1412,push,intense,completed,26.844
D007,U-0171,1413,legs,intense,completed,14.404
D007,U-0178,1479,push,standard,completed,20.519
D007,U-0183,1612,pull,standard,completed,18.998
D007,U-0199,1615,legs,standard,completed,28.0
D007,U-0194,1633,upper,flexible,completed,14.166
D007,U-0191,1696,push,intense,completed,25.965
D007,U-0214,1804,pull,intense,completed,49.074
D007,U-0220,1892,pull,standard,completed,28.0
D007,U-0218,1911,pull,intense,completed,34.97
D007,U-0231,1979,legs,intense,completed,25.999
D007,U-0241,2011,full_body,standard,completed,22.252
D007,U-0261,2047,legs,standard,completed,21.027
D007,U-0250,2132,full_body,standard,completed,21.96
D007,U-0270,2134,legs,standard,completed,23.831
D007,U-0257,2141,push,intense,completed,32.684
D007,U-0272,2154,pull,standard,completed,27.607
D007,U-0269,2202,full_body,flexible,completed,13.127
D007,U-0266,2218,pull,intense,completed,20.527
D007,U-0287,2227,push,express,completed,9.173
D007,U-0281,2324,pull,intense,completed,20.751
D007,U-0286,2335,legs,standard,completed,13.068
D007,U-0295,2340,pull,flexible,completed,10.404
D007,U-0303,2453,full_body,flexible,completed,11.029
D007,U-0311,2524,pull,intense,completed,30.446
D007,U-0309,2550,full_body,standard,completed,18.631
D007,U-0330,2567,pull,standard,completed,19.015
D007,U-0338,2759,legs,intense,completed,26.394
D007,U-0353,2802,pull,intense,completed,34.884
D007,U-0384,2880,full_body,express,completed,8.176
D007,U-0380,2889,push,standard,completed,19.95
D007,U-0381,2915,push,intense,completed,31.585
D007,U-0395,2919,full_body,flexible,completed,9.018
D007,U-0401,2923,push,intense,completed,13.707
D007,U-0398,2927,legs,intense,completed,27.66
D007,U-0402,2929,full_body,flexible,completed,17.286
D008,U-0002,51,push,standard,completed,21.189
D008,U-0006,58,pull,flexible,completed,21.659
D008,U-0013,154,upper,flexible,completed,6.408
D008,U-0018,191,pull,intense,completed,40.219
D008,U-0019,216,full_body,intense,completed,28.452
D008,U-0031,275,push,express,completed,9.933
D008,U-0027,277,push,standard,completed,28.0
D008,U-0033,309,push,standard,completed,16.15
D008,U-0030,332,upper,intense,completed,20.324
D008,U-0035,356,upper,flexible,completed,12.5
D008,U-0044,375,push,intense,completed,40.963
D008,U-0045,397,full_body,standard,completed,25.141
D008,U-0050,487,upper,flexible,completed,15.724
D008,U-0056,531,push,intense,completed,22.963
D008,U-0051,553,upper,intense,completed,18.079
D008,U-0068,569,legs,standard,completed,19.816
D008,U-0072,595,push,flexible,completed,10.79
D008,U-0075,673,legs,intense,completed,33.771
D008,U-0074,683,full_body,intense,completed,31.486
D008,U-0078,689,upper,flexible,completed,11.806
D008,U-0080,760,push,intense,completed,28.439
D008,U-0084,775,full_body,standard,completed,16.72
D008,U-0097,836,pull,standard,completed,14.889
D008,U-0107,884,pull,flexible,completed,16.399
D008,U-0100,896,legs,intense,completed,21.633
D008,U-0109,929,push,flexible,completed,14.734
D008,U-0113,950,upper,standard,completed,16.216
D008,U-0128,1176,upper,standard,completed,16.013
D008,U-0131,1197,legs,standard,completed,10.742
D008,U-0145,1230,upper,express,completed,9.553
D008,U-0149,1279,upper,flexible,completed,10.136
D008,U-0155,1306,pull,standard,completed,15.43
D008,U-0167,1380,pull,standard,completed,12.503
D008,U-0156,1394,pull,intense,completed,27.496
D008,U-0178,1453,pull,standard,completed,14.025
D008,U-0162,1460,push,intense,completed,25.711
D008,U-0182,1465,legs,standard,completed,16.436
D008,U-0193,1613,pull,standard,completed,9.276
D008,U-0194,1626,legs,flexible,completed,12.923
D008,U-0190,1655,pull,standard,completed,7.65
